Provider,PotentialFraud,Inpatient_BeneID_nunique,Inpatient_ClaimID_count,Inpatient_InscClaimAmtReimbursed_sum,Inpatient_InscClaimAmtReimbursed_mean,Inpatient_InscClaimAmtReimbursed_max,Inpatient_Total_Procedures_sum,Inpatient_Total_Procedures_mean,Inpatient_Total_Procedures_max,Inpatient_AttendingPhysician_nunique,Inpatient_OperatingPhysician_nunique,Outpatient_BeneID_nunique,Outpatient_ClaimID_count,Outpatient_InscClaimAmtReimbursed_sum,Outpatient_InscClaimAmtReimbursed_mean,Outpatient_InscClaimAmtReimbursed_max,Outpatient_Total_Procedures_sum,Outpatient_Total_Procedures_mean,Outpatient_Total_Procedures_max,Outpatient_AttendingPhysician_nunique,Outpatient_OperatingPhysician_nunique,Bene_Age,Bene_ChronicCond_Alzheimer,Bene_ChronicCond_Heartfailure,Bene_ChronicCond_Cancer,Bene_ChronicCond_Diabetes,Bene_ChronicCond_KidneyDisease,Bene_ChronicCond_ObstrPulmonary,Bene_ChronicCond_Depression,Bene_ChronicCond_IschemicHeart,Bene_ChronicCond_Osteoporasis,Bene_ChronicCond_rheumatoidarthritis,Bene_ChronicCond_stroke
PRV57385,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,90.0,21930.0,243.66666666666666,3300.0,0.0,0.0,0.0,2.0,2.0,86.3170731707317,1.6341463414634145,1.5365853658536586,1.8780487804878048,1.3658536585365855,1.7560975609756098,1.7560975609756098,1.6341463414634145,1.2682926829268293,1.6829268292682926,1.7317073170731707,1.975609756097561
PRV57386,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,300.0,300.0,300.0,0.0,0.0,0.0,1.0,0.0,88.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
PRV57388,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,1660.0,184.44444444444446,500.0,0.0,0.0,0.0,3.0,2.0,90.28571428571429,1.8571428571428572,1.4285714285714286,1.5714285714285714,1.4285714285714286,1.5714285714285714,1.7142857142857142,1.8571428571428572,1.2857142857142858,1.7142857142857142,1.4285714285714286,2.0
PRV57389,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,3810.0,635.0,3300.0,0.0,0.0,0.0,2.0,1.0,91.0,1.75,1.5,1.25,1.25,1.5,1.75,2.0,1.25,2.0,1.5,2.0
PRV57390,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,55.0,10840.0,197.0909090909091,2100.0,0.0,0.0,0.0,1.0,1.0,89.5952380952381,1.5476190476190477,1.4285714285714286,1.880952380952381,1.3333333333333333,1.6666666666666667,1.7142857142857142,1.619047619047619,1.2142857142857142,1.6904761904761905,1.8333333333333333,1.9047619047619047
PRV57391,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,19.0,4780.0,251.57894736842104,1200.0,0.0,0.0,0.0,1.0,1.0,90.0,1.8461538461538463,1.3846153846153846,1.9230769230769231,1.5384615384615385,1.4615384615384615,1.6923076923076923,1.5384615384615385,1.2307692307692308,1.6153846153846154,1.6153846153846154,1.9230769230769231
PRV57392,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,70.0,35.0,60.0,0.0,0.0,0.0,2.0,0.0,92.5,1.5,1.0,2.0,1.0,1.5,1.0,1.5,1.0,2.0,2.0,2.0
PRV57393,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2800.0,560.0,2300.0,0.0,0.0,0.0,2.0,1.0,89.8,1.6,1.2,1.4,1.6,2.0,1.4,1.2,1.4,1.6,1.4,2.0
PRV57394,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,6630.0,414.375,3300.0,0.0,0.0,0.0,5.0,1.0,86.13333333333334,1.8,1.6,1.7333333333333334,1.4,1.6,1.8,1.5333333333333334,1.3333333333333333,1.8,1.6666666666666667,1.9333333333333333
PRV57396,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,82.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
PRV57397,No,7.0,7.0,65000.0,9285.714285714286,30000.0,6.0,0.8571428571428571,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.85714285714286,1.8571428571428572,1.5714285714285714,1.8571428571428572,1.0,1.7142857142857142,1.5714285714285714,1.2857142857142858,1.1428571428571428,1.8571428571428572,1.7142857142857142,2.0
PRV57398,No,3.0,3.0,50600.0,16866.666666666668,47000.0,2.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.66666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,2.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,2.0,1.6666666666666667
PRV57399,No,1.0,1.0,57000.0,57000.0,57000.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0
PRV57400,No,6.0,8.0,67000.0,8375.0,21000.0,5.0,0.625,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.16666666666667,1.5,1.5,1.6666666666666667,1.0,1.5,1.6666666666666667,1.3333333333333333,1.1666666666666667,1.8333333333333333,1.5,1.8333333333333333
PRV57401,No,8.0,8.0,65000.0,8125.0,17000.0,10.0,1.25,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.25,1.375,1.5,2.0,1.125,1.625,1.625,1.625,1.0,1.625,1.625,1.75
PRV57402,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,20.0,20.0,0.0,0.0,0.0,1.0,1.0,87.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
PRV57403,No,13.0,15.0,172000.0,11466.666666666666,36000.0,12.0,0.8,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.53846153846153,1.4615384615384615,1.3846153846153846,1.8461538461538463,1.2307692307692308,1.5384615384615385,1.5384615384615385,1.3846153846153846,1.0769230769230769,1.8461538461538463,1.5384615384615385,1.7692307692307692
PRV57404,No,8.0,9.0,62000.0,6888.888888888889,14000.0,6.0,0.6666666666666666,1.0,9.0,5.0,35.0,37.0,12250.0,331.0810810810811,3300.0,0.0,0.0,0.0,21.0,10.0,85.37209302325581,1.697674418604651,1.4883720930232558,1.8604651162790697,1.2790697674418605,1.441860465116279,1.627906976744186,1.5116279069767442,1.372093023255814,1.744186046511628,1.7674418604651163,1.813953488372093
PRV57405,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,32.0,5690.0,177.8125,900.0,0.0,0.0,0.0,23.0,6.0,91.14814814814815,1.6296296296296295,1.5925925925925926,1.7777777777777777,1.4074074074074074,1.7037037037037037,1.7407407407407407,1.5555555555555556,1.1851851851851851,1.7777777777777777,1.7777777777777777,1.962962962962963
PRV57406,No,40.0,46.0,489000.0,10630.434782608696,75000.0,26.0,0.5652173913043478,2.0,4.0,3.0,20.0,22.0,16460.0,748.1818181818181,4200.0,0.0,0.0,0.0,15.0,4.0,89.98275862068965,1.5172413793103448,1.3275862068965518,1.8275862068965518,1.206896551724138,1.4827586206896552,1.603448275862069,1.5689655172413792,1.1724137931034482,1.6551724137931034,1.603448275862069,1.896551724137931
PRV57407,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,217.0,62860.0,289.6774193548387,4060.0,0.0,0.0,0.0,18.0,14.0,86.64077669902913,1.6893203883495145,1.4951456310679612,1.8640776699029127,1.4077669902912622,1.6893203883495145,1.7766990291262137,1.6601941747572815,1.3883495145631068,1.6796116504854368,1.7378640776699028,1.941747572815534
PRV57408,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,55.0,8650.0,157.27272727272728,1800.0,2.0,0.03636363636363636,2.0,42.0,13.0,90.36,1.62,1.38,1.9,1.34,1.54,1.76,1.54,1.2,1.64,1.66,1.9
PRV57409,Yes,22.0,24.0,206000.0,8583.333333333334,23000.0,17.0,0.7083333333333334,2.0,19.0,12.0,43.0,47.0,12620.0,268.51063829787233,2200.0,0.0,0.0,0.0,25.0,8.0,86.296875,1.609375,1.40625,1.84375,1.375,1.46875,1.703125,1.671875,1.3125,1.734375,1.75,1.875
PRV57410,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,241.0,57710.0,239.46058091286307,3300.0,0.0,0.0,0.0,20.0,12.0,86.528,1.632,1.448,1.848,1.36,1.672,1.712,1.632,1.264,1.664,1.688,1.92
PRV57411,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,29.0,8560.0,295.17241379310343,3100.0,0.0,0.0,0.0,22.0,3.0,88.44444444444444,1.7777777777777777,1.2962962962962963,1.8888888888888888,1.4814814814814814,1.7777777777777777,1.7777777777777777,1.4814814814814814,1.2962962962962963,1.7037037037037037,1.7407407407407407,1.9259259259259258
PRV57412,No,7.0,9.0,59000.0,6555.555555555556,19000.0,9.0,1.0,2.0,8.0,4.0,105.0,289.0,91380.0,316.1937716262976,3300.0,0.0,0.0,0.0,30.0,24.0,86.42056074766356,1.6261682242990654,1.439252336448598,1.8691588785046729,1.355140186915888,1.6635514018691588,1.691588785046729,1.6542056074766356,1.2897196261682242,1.8037383177570094,1.7570093457943925,1.8691588785046729
PRV57413,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,52.0,18030.0,346.7307692307692,3100.0,0.0,0.0,0.0,4.0,2.0,82.74193548387096,1.5161290322580645,1.5806451612903225,1.903225806451613,1.3548387096774193,1.6129032258064515,1.5806451612903225,1.4516129032258065,1.1935483870967742,1.6129032258064515,1.7419354838709677,2.0
PRV57414,No,16.0,18.0,213000.0,11833.333333333334,54000.0,12.0,0.6666666666666666,3.0,12.0,8.0,10.0,10.0,2460.0,246.0,1600.0,0.0,0.0,0.0,9.0,2.0,90.64,1.4,1.24,1.96,1.2,1.48,1.68,1.44,1.16,1.68,1.68,1.84
PRV57415,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,86.0,39090.0,454.5348837209302,3300.0,0.0,0.0,0.0,9.0,7.0,85.5609756097561,1.6341463414634145,1.4878048780487805,1.975609756097561,1.3414634146341464,1.6585365853658536,1.7804878048780488,1.5609756097560976,1.3414634146341464,1.7073170731707317,1.7317073170731707,1.9024390243902438
PRV57416,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,1200.0,171.42857142857142,600.0,0.0,0.0,0.0,5.0,2.0,85.66666666666667,1.5,1.3333333333333333,1.8333333333333333,1.1666666666666667,1.8333333333333333,1.8333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.8333333333333333,1.8333333333333333
PRV57417,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2620.0,291.1111111111111,2300.0,0.0,0.0,0.0,6.0,2.0,90.22222222222223,1.6666666666666667,1.5555555555555556,1.8888888888888888,1.6666666666666667,1.6666666666666667,1.5555555555555556,1.5555555555555556,1.3333333333333333,1.5555555555555556,1.8888888888888888,2.0
PRV57419,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,4900.0,288.2352941176471,2600.0,0.0,0.0,0.0,8.0,4.0,82.52941176470588,1.6470588235294117,1.411764705882353,2.0,1.2941176470588236,1.6470588235294117,1.6470588235294117,1.4705882352941178,1.2941176470588236,1.7058823529411764,1.7058823529411764,2.0
PRV57421,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,35.0,8080.0,230.85714285714286,2900.0,0.0,0.0,0.0,22.0,8.0,89.81818181818181,1.5454545454545454,1.2424242424242424,1.7878787878787878,1.121212121212121,1.5454545454545454,1.6666666666666667,1.5151515151515151,1.303030303030303,1.6363636363636365,1.5757575757575757,1.878787878787879
PRV57422,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,104.0,33620.0,323.2692307692308,3100.0,0.0,0.0,0.0,10.0,7.0,89.76666666666667,1.6833333333333333,1.55,1.9333333333333333,1.3833333333333333,1.5333333333333334,1.8333333333333333,1.65,1.2833333333333334,1.7666666666666666,1.6833333333333333,1.9166666666666667
PRV57423,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,47.0,21380.0,454.8936170212766,3300.0,0.0,0.0,0.0,21.0,10.0,89.26829268292683,1.5365853658536586,1.4634146341463414,1.9268292682926829,1.3658536585365855,1.7073170731707317,1.7073170731707317,1.5121951219512195,1.2682926829268293,1.6829268292682926,1.7317073170731707,1.853658536585366
PRV57424,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,38.0,11890.0,312.89473684210526,3300.0,0.0,0.0,0.0,15.0,7.0,83.78571428571429,1.6428571428571428,1.3928571428571428,1.8571428571428572,1.2857142857142858,1.6071428571428572,1.5714285714285714,1.5714285714285714,1.1428571428571428,1.75,1.75,1.9285714285714286
PRV57425,Yes,27.0,32.0,312200.0,9756.25,50000.0,25.0,0.78125,3.0,14.0,11.0,79.0,92.0,33520.0,364.3478260869565,9200.0,0.0,0.0,0.0,28.0,13.0,86.57425742574257,1.5940594059405941,1.396039603960396,1.8514851485148516,1.297029702970297,1.613861386138614,1.6534653465346534,1.504950495049505,1.2574257425742574,1.683168316831683,1.683168316831683,1.8613861386138615
PRV57426,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,60.0,16240.0,270.6666666666667,3300.0,0.0,0.0,0.0,19.0,5.0,88.0909090909091,1.696969696969697,1.4848484848484849,1.8181818181818181,1.1818181818181819,1.4545454545454546,1.7575757575757576,1.5454545454545454,1.2727272727272727,1.7575757575757576,1.7272727272727273,1.878787878787879
PRV57427,No,12.0,14.0,110000.0,7857.142857142857,19000.0,11.0,0.7857142857142857,2.0,11.0,9.0,15.0,16.0,3590.0,224.375,1600.0,0.0,0.0,0.0,8.0,3.0,90.96296296296296,1.5555555555555556,1.4074074074074074,1.8518518518518519,1.1851851851851851,1.7037037037037037,1.5555555555555556,1.2592592592592593,1.2222222222222223,1.5925925925925926,1.5555555555555556,1.9259259259259258
PRV57429,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,154.0,41490.0,269.4155844155844,3300.0,0.0,0.0,0.0,44.0,19.0,88.5,1.5875,1.4125,1.875,1.2875,1.55,1.7375,1.5875,1.2625,1.7125,1.675,1.925
PRV57431,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,24.0,13600.0,566.6666666666666,2600.0,0.0,0.0,0.0,8.0,2.0,90.47368421052632,1.5263157894736843,1.263157894736842,1.9473684210526316,1.3157894736842106,1.7894736842105263,1.6842105263157894,1.5263157894736843,1.263157894736842,1.7894736842105263,1.8421052631578947,1.894736842105263
PRV57432,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,48.0,13420.0,279.5833333333333,3300.0,0.0,0.0,0.0,30.0,8.0,87.3170731707317,1.6097560975609757,1.3658536585365855,1.829268292682927,1.3414634146341464,1.5609756097560976,1.6585365853658536,1.6097560975609757,1.4390243902439024,1.7317073170731707,1.7317073170731707,1.853658536585366
PRV57433,No,16.0,16.0,126000.0,7875.0,20000.0,11.0,0.6875,2.0,12.0,7.0,48.0,54.0,15500.0,287.037037037037,3040.0,0.0,0.0,0.0,35.0,8.0,84.4920634920635,1.6349206349206349,1.4126984126984128,1.8888888888888888,1.2857142857142858,1.6825396825396826,1.7777777777777777,1.5873015873015872,1.3333333333333333,1.6984126984126984,1.7936507936507937,1.873015873015873
PRV57434,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,316.0,83990.0,265.7911392405063,3300.0,0.0,0.0,0.0,10.0,9.0,86.3907284768212,1.596026490066225,1.4768211920529801,1.8543046357615893,1.403973509933775,1.6291390728476822,1.7218543046357615,1.6357615894039734,1.2913907284768211,1.6887417218543046,1.7019867549668874,1.9271523178807948
PRV57435,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,25.0,4860.0,194.4,800.0,0.0,0.0,0.0,16.0,3.0,89.71428571428571,1.7142857142857142,1.4761904761904763,1.8095238095238095,1.3333333333333333,1.619047619047619,1.5238095238095237,1.6666666666666667,1.3333333333333333,1.4761904761904763,1.619047619047619,1.8571428571428572
PRV57436,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,41.0,10950.0,267.0731707317073,2400.0,0.0,0.0,0.0,23.0,6.0,86.8125,1.65625,1.5625,1.875,1.46875,1.59375,1.8125,1.5625,1.28125,1.71875,1.75,1.90625
PRV57437,No,6.0,6.0,54000.0,9000.0,22000.0,3.0,0.5,2.0,5.0,2.0,21.0,21.0,9170.0,436.6666666666667,3300.0,0.0,0.0,0.0,13.0,3.0,82.03703703703704,1.5185185185185186,1.4814814814814814,1.8518518518518519,1.3333333333333333,1.5555555555555556,1.7407407407407407,1.4074074074074074,1.2592592592592593,1.5185185185185186,1.5925925925925926,1.8518518518518519
PRV57438,No,3.0,4.0,22000.0,5500.0,9000.0,4.0,1.0,2.0,1.0,1.0,9.0,10.0,2180.0,218.0,1100.0,0.0,0.0,0.0,5.0,2.0,85.9090909090909,1.5454545454545454,1.5454545454545454,1.5454545454545454,1.1818181818181819,1.6363636363636365,1.6363636363636365,1.7272727272727273,1.2727272727272727,1.7272727272727273,1.7272727272727273,1.8181818181818181
PRV57440,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,330.0,82.5,200.0,0.0,0.0,0.0,3.0,1.0,86.66666666666667,1.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,2.0,2.0,2.0,1.0,2.0,2.0,2.0
PRV57441,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,74.0,26660.0,360.27027027027026,3300.0,0.0,0.0,0.0,7.0,6.0,91.8974358974359,1.5384615384615385,1.4871794871794872,1.7435897435897436,1.2307692307692308,1.564102564102564,1.5384615384615385,1.5128205128205128,1.3076923076923077,1.7179487179487178,1.6923076923076923,1.8974358974358974
PRV57443,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,52.0,33790.0,649.8076923076923,16000.0,0.0,0.0,0.0,8.0,6.0,87.95454545454545,1.6363636363636365,1.3636363636363635,1.9090909090909092,1.2272727272727273,1.5909090909090908,1.6363636363636365,1.5909090909090908,1.3181818181818181,1.6363636363636365,1.6818181818181819,1.9545454545454546
PRV57444,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,7550.0,580.7692307692307,3200.0,0.0,0.0,0.0,8.0,2.0,86.0,1.7692307692307692,1.5384615384615385,1.9230769230769231,1.3846153846153846,1.6153846153846154,2.0,1.5384615384615385,1.3076923076923077,1.5384615384615385,1.7692307692307692,1.9230769230769231
PRV57445,No,2.0,2.0,8000.0,4000.0,8000.0,0.0,0.0,0.0,2.0,0.0,18.0,28.0,14150.0,505.35714285714283,8020.0,0.0,0.0,0.0,7.0,3.0,82.1,1.4,1.6,1.85,1.25,1.7,1.85,1.65,1.35,1.65,1.75,1.95
PRV57446,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,5600.0,700.0,2900.0,0.0,0.0,0.0,3.0,1.0,95.28571428571429,1.4285714285714286,1.4285714285714286,1.7142857142857142,1.0,1.1428571428571428,1.7142857142857142,1.2857142857142858,1.2857142857142858,1.5714285714285714,1.7142857142857142,1.8571428571428572
PRV57447,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,4240.0,471.1111111111111,2700.0,0.0,0.0,0.0,6.0,2.0,88.66666666666667,1.5555555555555556,1.4444444444444444,1.8888888888888888,1.1111111111111112,1.5555555555555556,1.5555555555555556,1.7777777777777777,1.1111111111111112,1.6666666666666667,1.8888888888888888,1.8888888888888888
PRV57448,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,205.0,51920.0,253.26829268292684,3300.0,0.0,0.0,0.0,23.0,12.0,87.50442477876106,1.6106194690265487,1.4690265486725664,1.8761061946902655,1.336283185840708,1.6283185840707965,1.7079646017699115,1.6106194690265487,1.2920353982300885,1.6725663716814159,1.8053097345132743,1.9292035398230087
PRV57449,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,103.0,28380.0,275.5339805825243,3300.0,0.0,0.0,0.0,17.0,7.0,90.3859649122807,1.5964912280701755,1.5263157894736843,1.736842105263158,1.3508771929824561,1.7543859649122806,1.8070175438596492,1.5789473684210527,1.3157894736842106,1.8070175438596492,1.719298245614035,1.9473684210526316
PRV57450,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,4750.0,431.8181818181818,3300.0,0.0,0.0,0.0,5.0,3.0,90.72727272727273,1.7272727272727273,1.4545454545454546,1.8181818181818181,1.2727272727272727,1.3636363636363635,1.7272727272727273,1.3636363636363635,1.2727272727272727,1.8181818181818181,1.7272727272727273,2.0
PRV57452,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,120.0,40.0,80.0,0.0,0.0,0.0,3.0,0.0,79.33333333333333,1.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,2.0,2.0,2.0,1.0,1.6666666666666667,2.0,2.0
PRV57453,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,2850.0,167.64705882352942,1900.0,0.0,0.0,0.0,5.0,2.0,84.93333333333334,1.9333333333333333,1.4,1.9333333333333333,1.2666666666666666,1.7333333333333334,1.7333333333333334,1.5333333333333334,1.2,1.5333333333333334,1.6666666666666667,1.8666666666666667
PRV57454,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,42.0,5610.0,133.57142857142858,1800.0,0.0,0.0,0.0,2.0,2.0,82.27586206896552,1.6896551724137931,1.5172413793103448,1.8275862068965518,1.4482758620689655,1.793103448275862,1.8275862068965518,1.7586206896551724,1.4137931034482758,1.6551724137931034,1.793103448275862,1.896551724137931
PRV57455,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2130.0,355.0,1000.0,0.0,0.0,0.0,2.0,0.0,77.83333333333333,1.5,1.6666666666666667,1.8333333333333333,1.5,1.6666666666666667,1.8333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.8333333333333333,1.8333333333333333
PRV57456,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,2350.0,146.875,1200.0,0.0,0.0,0.0,5.0,3.0,84.13333333333334,1.8,1.3333333333333333,1.8666666666666667,1.3333333333333333,1.6,1.9333333333333333,1.6666666666666667,1.4,1.5333333333333334,1.7333333333333334,1.9333333333333333
PRV57459,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,4600.0,418.1818181818182,3300.0,0.0,0.0,0.0,1.0,1.0,93.77777777777777,1.5555555555555556,1.2222222222222223,1.6666666666666667,1.2222222222222223,1.3333333333333333,1.4444444444444444,1.4444444444444444,1.2222222222222223,1.5555555555555556,1.7777777777777777,2.0
PRV57460,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,36.0,7840.0,217.77777777777777,2000.0,0.0,0.0,0.0,3.0,3.0,83.89285714285714,1.6785714285714286,1.3571428571428572,1.8214285714285714,1.3928571428571428,1.6071428571428572,1.7142857142857142,1.6428571428571428,1.3214285714285714,1.5714285714285714,1.7857142857142858,1.8928571428571428
PRV57461,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,93.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
PRV57462,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1560.0,156.0,300.0,0.0,0.0,0.0,3.0,2.0,88.4,1.6,1.6,1.8,1.3,1.8,1.8,1.5,1.3,1.6,1.7,1.9
PRV57463,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,28.0,7410.0,264.64285714285717,1900.0,0.0,0.0,0.0,3.0,3.0,82.96153846153847,1.7307692307692308,1.3846153846153846,1.8461538461538463,1.3461538461538463,1.5769230769230769,1.6153846153846154,1.6153846153846154,1.2307692307692308,1.6153846153846154,1.7692307692307692,1.9230769230769231
PRV57464,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,80.0,40.0,40.0,0.0,0.0,0.0,2.0,1.0,70.5,2.0,1.0,2.0,1.0,1.5,2.0,1.5,1.5,2.0,1.5,2.0
PRV57465,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,22.0,2730.0,124.0909090909091,600.0,0.0,0.0,0.0,2.0,1.0,85.3157894736842,1.736842105263158,1.5263157894736843,1.9473684210526316,1.368421052631579,1.9473684210526316,1.736842105263158,1.6842105263157894,1.1578947368421053,1.631578947368421,1.7894736842105263,1.9473684210526316
PRV57467,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,40.0,40.0,40.0,0.0,0.0,0.0,1.0,0.0,68.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
PRV57468,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,2300.0,191.66666666666666,1100.0,0.0,0.0,0.0,2.0,2.0,95.375,1.375,1.625,1.75,1.125,1.75,1.625,1.375,1.125,1.5,1.75,2.0
PRV57469,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,58.0,22050.0,380.17241379310343,3300.0,0.0,0.0,0.0,1.0,1.0,90.05405405405405,1.5675675675675675,1.5405405405405406,1.864864864864865,1.4324324324324325,1.7027027027027026,1.7567567567567568,1.7297297297297298,1.3783783783783783,1.7297297297297298,1.6756756756756757,1.864864864864865
PRV57470,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,1610.0,134.16666666666666,400.0,0.0,0.0,0.0,4.0,2.0,89.45454545454545,1.7272727272727273,1.6363636363636365,2.0,1.4545454545454546,1.6363636363636365,1.9090909090909092,1.5454545454545454,1.2727272727272727,1.8181818181818181,1.9090909090909092,2.0
